,mean_fit_time,mean_score_time,mean_test_adjusted_mutual_info,mean_test_adjusted_rand_index,mean_test_calinski_harabasz,mean_test_clusters_count,mean_test_davies_bouldin,mean_test_silhouette,params,rank_test_adjusted_mutual_info,rank_test_adjusted_rand_index,rank_test_calinski_harabasz,rank_test_clusters_count,rank_test_davies_bouldin,rank_test_silhouette,split0_test_adjusted_mutual_info,split0_test_adjusted_rand_index,split0_test_calinski_harabasz,split0_test_clusters_count,split0_test_davies_bouldin,split0_test_silhouette,split1_test_adjusted_mutual_info,split1_test_adjusted_rand_index,split1_test_calinski_harabasz,split1_test_clusters_count,split1_test_davies_bouldin,split1_test_silhouette,split2_test_adjusted_mutual_info,split2_test_adjusted_rand_index,split2_test_calinski_harabasz,split2_test_clusters_count,split2_test_davies_bouldin,split2_test_silhouette,split3_test_adjusted_mutual_info,split3_test_adjusted_rand_index,split3_test_calinski_harabasz,split3_test_clusters_count,split3_test_davies_bouldin,split3_test_silhouette,split4_test_adjusted_mutual_info,split4_test_adjusted_rand_index,split4_test_calinski_harabasz,split4_test_clusters_count,split4_test_davies_bouldin,split4_test_silhouette,std_fit_time,std_score_time,std_test_adjusted_mutual_info,std_test_adjusted_rand_index,std_test_calinski_harabasz,std_test_clusters_count,std_test_davies_bouldin,std_test_silhouette,algo_name
0,2.1375449657440186,1.2617033958435058,0.15161905656310143,0.09917274135986262,147.68649204468463,2.0,3.082053270114392,0.08588321412216635,"{'cluster_algo': KMeans(n_init='auto', random_state=23), 'cluster_algo__init': 'k-means++', 'cluster_algo__n_clusters': 2, 'reduce_dim': 'passthrough'}",21,21,2,21,14,1,0.15161905656310143,0.09917274135986262,147.68649204468463,2.0,3.082053270114392,0.08588321412216635,0.15161905656310143,0.09917274135986262,147.68649204468463,2.0,3.082053270114392,0.08588321412216635,0.15161905656310143,0.09917274135986262,147.68649204468463,2.0,3.082053270114392,0.08588321412216635,0.15161905656310143,0.09917274135986262,147.68649204468463,2.0,3.082053270114392,0.08588321412216635,0.15161905656310143,0.09917274135986262,147.68649204468463,2.0,3.082053270114392,0.08588321412216635,0.03971381104464985,0.01402252251739877,0.0,0.0,0.0,0.0,0.0,0.0,KMeans
1,2.57431960105896,1.4258074283599853,0.31333785501902267,0.1912964773191175,110.06821831318015,3.0,3.26964936868576,0.0702493080868177,"{'cluster_algo': KMeans(n_init='auto', random_state=23), 'cluster_algo__init': 'k-means++', 'cluster_algo__n_clusters': 3, 'reduce_dim': 'passthrough'}",20,20,4,19,2,17,0.31333785501902267,0.1912964773191175,110.06821831318017,3.0,3.26964936868576,0.0702493080868177,0.31333785501902267,0.1912964773191175,110.06821831318017,3.0,3.26964936868576,0.0702493080868177,0.31333785501902267,0.1912964773191175,110.06821831318017,3.0,3.26964936868576,0.0702493080868177,0.31333785501902267,0.1912964773191175,110.06821831318017,3.0,3.26964936868576,0.0702493080868177,0.31333785501902267,0.1912964773191175,110.06821831318017,3.0,3.26964936868576,0.0702493080868177,0.05840833383316958,0.11463181592186658,0.0,0.0,1.4210854715202004e-14,0.0,0.0,0.0,KMeans
2,2.4056718826293944,1.349078607559204,0.33837466533893956,0.2450492863402561,88.35936586797084,4.0,3.4901108959397256,0.06271626255230403,"{'cluster_algo': KMeans(n_init='auto', random_state=23), 'cluster_algo__init': 'k-means++', 'cluster_algo__n_clusters': 4, 'reduce_dim': 'passthrough'}",18,18,7,17,1,20,0.33837466533893956,0.2450492863402561,88.35936586797084,4.0,3.4901108959397256,0.06271626255230403,0.33837466533893956,0.2450492863402561,88.35936586797084,4.0,3.4901108959397256,0.06271626255230403,0.33837466533893956,0.2450492863402561,88.35936586797084,4.0,3.4901108959397256,0.06271626255230403,0.33837466533893956,0.2450492863402561,88.35936586797084,4.0,3.4901108959397256,0.06271626255230403,0.33837466533893956,0.2450492863402561,88.35936586797084,4.0,3.4901108959397256,0.06271626255230403,0.07148920939845847,0.110739930234721,0.0,0.0,0.0,0.0,0.0,0.0,KMeans
3,3.7518951416015627,1.4379898071289063,0.47219787380209777,0.36969005869653493,86.64303426394355,5.0,3.2123900474526366,0.0730543877293805,"{'cluster_algo': KMeans(n_init='auto', random_state=23), 'cluster_algo__init': 'k-means++', 'cluster_algo__n_clusters': 5, 'reduce_dim': 'passthrough'}",14,15,8,15,5,12,0.47219787380209777,0.36969005869653493,86.64303426394355,5.0,3.2123900474526366,0.0730543877293805,0.47219787380209777,0.36969005869653493,86.64303426394355,5.0,3.2123900474526366,0.0730543877293805,0.47219787380209777,0.36969005869653493,86.64303426394355,5.0,3.2123900474526366,0.0730543877293805,0.47219787380209777,0.36969005869653493,86.64303426394355,5.0,3.2123900474526366,0.0730543877293805,0.47219787380209777,0.36969005869653493,86.64303426394355,5.0,3.2123900474526366,0.0730543877293805,0.20770936582128716,0.08934759568159181,0.0,0.0,0.0,0.0,0.0,0.0,KMeans
4,4.158983421325684,1.476743793487549,0.46162875175080276,0.37996406282382666,80.97424687764425,6.0,3.085628798768711,0.07744871732330508,"{'cluster_algo': KMeans(n_init='auto', random_state=23), 'cluster_algo__init': 'k-means++', 'cluster_algo__n_clusters': 6, 'reduce_dim': 'passthrough'}",15,13,10,13,13,10,0.4616287517508027,0.37996406282382666,80.97424687764425,6.0,3.085628798768711,0.07744871732330508,0.4616287517508027,0.37996406282382666,80.97424687764425,6.0,3.085628798768711,0.07744871732330508,0.4616287517508027,0.37996406282382666,80.97424687764425,6.0,3.085628798768711,0.07744871732330508,0.4616287517508027,0.37996406282382666,80.97424687764425,6.0,3.085628798768711,0.07744871732330508,0.4616287517508027,0.37996406282382666,80.97424687764425,6.0,3.085628798768711,0.07744871732330508,0.22932806762921026,0.17772501114397116,5.551115123125783e-17,0.0,0.0,0.0,0.0,0.0,KMeans
5,2.6651647090911865,1.2589210510253905,0.44536917271467596,0.36968813649594184,71.65897254480058,7.0,3.081465824085306,0.07152416471929736,"{'cluster_algo': KMeans(n_init='auto', random_state=23), 'cluster_algo__init': 'k-means++', 'cluster_algo__n_clusters': 7, 'reduce_dim': 'passthrough'}",17,16,12,11,15,15,0.44536917271467596,0.36968813649594184,71.65897254480058,7.0,3.081465824085306,0.07152416471929736,0.44536917271467596,0.36968813649594184,71.65897254480058,7.0,3.081465824085306,0.07152416471929736,0.44536917271467596,0.36968813649594184,71.65897254480058,7.0,3.081465824085306,0.07152416471929736,0.44536917271467596,0.36968813649594184,71.65897254480058,7.0,3.081465824085306,0.07152416471929736,0.44536917271467596,0.36968813649594184,71.65897254480058,7.0,3.081465824085306,0.07152416471929736,0.02822914448802954,0.07730151808886092,0.0,0.0,0.0,0.0,0.0,0.0,KMeans
6,3.6726577281951904,1.5925384998321532,0.5139495535209252,0.4518391517536954,69.11796487314768,8.0,3.0228607091480892,0.08306998431913148,"{'cluster_algo': KMeans(n_init='auto', random_state=23), 'cluster_algo__init': 'k-means++', 'cluster_algo__n_clusters': 8, 'reduce_dim': 'passthrough'}",4,1,13,9,16,6,0.5139495535209252,0.4518391517536954,69.11796487314768,8.0,3.0228607091480892,0.08306998431913148,0.5139495535209252,0.4518391517536954,69.11796487314768,8.0,3.0228607091480892,0.08306998431913148,0.5139495535209252,0.4518391517536954,69.11796487314768,8.0,3.0228607091480892,0.08306998431913148,0.5139495535209252,0.4518391517536954,69.11796487314768,8.0,3.0228607091480892,0.08306998431913148,0.5139495535209252,0.4518391517536954,69.11796487314768,8.0,3.0228607091480892,0.08306998431913148,0.09953234263053645,0.2039805645582389,0.0,0.0,0.0,0.0,0.0,0.0,KMeans
7,3.399070310592651,1.6074531555175782,0.5178649491244762,0.4162233099295907,62.57692113656476,9.0,3.132853865261298,0.06706418180416195,"{'cluster_algo': KMeans(n_init='auto', random_state=23), 'cluster_algo__init': 'k-means++', 'cluster_algo__n_clusters': 9, 'reduce_dim': 'passthrough'}",3,6,16,7,10,19,0.5178649491244762,0.4162233099295907,62.576921136564756,9.0,3.132853865261298,0.06706418180416195,0.5178649491244762,0.4162233099295907,62.576921136564756,9.0,3.132853865261298,0.06706418180416195,0.5178649491244762,0.4162233099295907,62.576921136564756,9.0,3.132853865261298,0.06706418180416195,0.5178649491244762,0.4162233099295907,62.576921136564756,9.0,3.132853865261298,0.06706418180416195,0.5178649491244762,0.4162233099295907,62.576921136564756,9.0,3.132853865261298,0.06706418180416195,0.14577785125790985,0.2482386553010033,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,KMeans
8,3.4492185592651365,1.5869827747344971,0.5262422085877076,0.4326188450775271,57.68663135909641,10.0,3.2098204204274694,0.06954717871740655,"{'cluster_algo': KMeans(n_init='auto', random_state=23), 'cluster_algo__init': 'k-means++', 'cluster_algo__n_clusters': 10, 'reduce_dim': 'passthrough'}",1,3,18,5,6,18,0.5262422085877076,0.4326188450775272,57.6866313590964,10.0,3.2098204204274694,0.06954717871740655,0.5262422085877076,0.4326188450775272,57.6866313590964,10.0,3.2098204204274694,0.06954717871740655,0.5262422085877076,0.4326188450775272,57.6866313590964,10.0,3.2098204204274694,0.06954717871740655,0.5262422085877076,0.4326188450775272,57.6866313590964,10.0,3.2098204204274694,0.06954717871740655,0.5262422085877076,0.4326188450775272,57.6866313590964,10.0,3.2098204204274694,0.06954717871740655,0.12793322815862387,0.3863685501768147,0.0,5.551115123125783e-17,7.105427357601002e-15,0.0,0.0,0.0,KMeans
9,3.702903985977173,1.0897000312805176,0.4960480751180367,0.38337700950776743,54.10619780635538,11.0,3.1567978573319313,0.06088030883861741,"{'cluster_algo': KMeans(n_init='auto', random_state=23), 'cluster_algo__init': 'k-means++', 'cluster_algo__n_clusters': 11, 'reduce_dim': 'passthrough'}",10,12,20,3,8,21,0.4960480751180367,0.38337700950776743,54.10619780635539,11.0,3.1567978573319313,0.06088030883861741,0.4960480751180367,0.38337700950776743,54.10619780635539,11.0,3.1567978573319313,0.06088030883861741,0.4960480751180367,0.38337700950776743,54.10619780635539,11.0,3.1567978573319313,0.06088030883861741,0.4960480751180367,0.38337700950776743,54.10619780635539,11.0,3.1567978573319313,0.06088030883861741,0.4960480751180367,0.38337700950776743,54.10619780635539,11.0,3.1567978573319313,0.06088030883861741,0.07145099042832564,0.015020311318689715,0.0,0.0,7.105427357601002e-15,0.0,0.0,0.0,KMeans
