,x,y
1779,37.417233,6.3096886
1905,9.539178,-22.550865
958,-26.769827,23.351053
479,7.4381704,-5.19669
255,-22.65722,1.0037788
1339,-0.32571307,-19.205963
1834,-18.8086,5.282541
512,8.232701,-5.3971033
1820,-7.8209047,8.880579
124,-3.7733839,20.483973
1437,-9.796167,11.235275
1322,-1.8472959,-3.019252
2060,12.939579,-39.863785
751,-7.928755,26.012888
1600,6.905598,-8.45111
886,-0.74770576,-17.360506
682,-14.891304,-8.288737
1109,3.8271859,-12.544031
713,17.506243,-10.5546255
1733,-15.92552,14.454547
1163,37.62129,5.1906786
879,-25.368263,23.6606
2029,9.20765,-37.31081
1050,25.04877,-5.293922
669,10.035435,-9.569589
413,-5.944589,2.9312508
2121,17.702019,-41.182667
215,-17.022942,21.25052
1920,28.706198,2.9069915
140,-22.877281,13.349837
2010,8.018243,-41.377045
1434,3.1981473,14.4544325
1036,19.327703,1.7929446
1717,30.568533,9.15159
1111,0.081159644,-13.13068
206,-27.66212,8.172438
365,-26.519533,-0.72062683
596,-11.54509,18.479498
1214,11.267887,5.2129765
1944,9.955626,6.970848
1517,10.389859,-0.85039836
1417,-21.399086,7.6137075
247,-15.018992,6.773694
667,10.995922,-11.857472
1692,29.692482,3.3339157
2090,7.884787,-42.345924
1302,13.247694,1.6612723
1118,-4.4007134,-11.238609
44,32.906643,3.772189
1404,-5.5639086,-7.6503954
629,-15.97852,18.906982
1179,10.5307,4.2914424
394,21.245956,6.3902187
1271,-6.813233,5.7529235
1790,36.36589,1.0414757
219,17.962503,10.223275
1951,-3.3842463,-15.012017
850,-29.894054,-4.0492034
681,-14.670457,-11.572795
1079,28.32501,7.2324395
2128,8.080276,-39.370438
699,-19.047977,-6.46366
1033,-28.607191,-5.036916
263,-24.26656,25.595957
727,12.117278,-16.349497
1141,-30.439095,-0.5016967
1532,7.3493433,-7.053366
920,-10.379612,20.853642
2000,16.566738,-42.58028
717,13.664187,-7.1936474
1597,6.037652,-8.190608
26,-6.6610527,7.467151
275,-14.158728,21.766582
212,-17.526365,16.091236
840,-15.478846,16.841167
173,-29.167402,2.209579
1004,17.59999,13.245637
1617,-11.200568,-10.031253
1702,-29.370874,9.932151
859,-25.293797,23.993317
801,-18.123188,10.300565
1478,-20.357311,7.069635
904,34.30865,6.19728
253,-20.055542,12.5201645
84,-10.630958,3.3886201
1148,-8.840791,7.389381
1096,-28.978962,-5.782294
335,-9.340112,17.438461
1828,-24.792522,-0.8968239
1356,-1.3060724,-1.6770809
1086,-22.437508,5.5710807
370,-8.897375,4.178877
555,9.2444,8.502306
493,12.045433,-11.881061
266,-14.218063,9.929113
1767,-19.452085,29.63412
608,3.6695216,-1.6844217
812,23.51272,4.1867833
433,-7.103417,-2.9873667
145,-19.867495,27.675858
1644,-22.294022,-0.39647648
70,-4.4309196,18.606318
725,12.072369,-14.336804
1272,36.4167,-1.3941954
1750,-7.2391768,3.0183904
665,-13.841474,-9.846336
1445,-13.310754,2.2158525
1276,27.036049,-0.5291578
775,30.549461,-0.4054473
1095,-0.24905547,-23.121807
836,-29.512531,12.0559845
1606,-16.25803,-9.726925
195,-22.287495,4.1838317
1113,4.6032095,-16.44515
2101,17.369131,-41.96267
2127,11.8042,-40.265606
355,-12.513208,2.30342
632,4.0433245,25.237164
1601,30.601538,-1.3893299
1962,3.2857862,-25.5716
1051,23.76657,10.274522
1192,-8.886248,11.198851
127,-29.04841,3.943546
54,-17.734356,5.3640137
1227,-3.877342,-21.066002
1326,0.99839085,-17.012037
1855,-1.703615,-19.06575
1872,-0.05858217,8.151734
387,-3.801782,0.9688039
1279,-8.918563,-5.805012
1783,8.993031,16.5189
569,-25.063477,-11.588839
345,-18.35555,8.442675
969,11.689664,17.302368
73,35.339226,4.5604563
1548,-13.355812,4.3853197
585,16.676197,6.891067
276,-19.534515,3.0253477
697,-18.501854,-6.1497035
580,8.863843,-8.606551
469,12.00096,-11.516508
1578,18.848103,15.347319
1493,-10.539938,3.8862314
711,16.301134,5.292248
1168,11.7757435,3.7275875
1666,-1.9740907,3.0837176
908,12.355827,16.06971
1260,0.43170336,-1.203469
1598,-20.185171,15.980916
1997,12.135879,-40.84215
1056,12.189897,3.8443747
238,-14.225024,15.286604
31,-7.939343,-12.853784
728,12.602301,8.385198
1667,-21.427835,25.099241
738,-16.29587,-2.7751439
549,1.6376597,-2.0748484
1344,-8.687855,-8.089055
1844,-23.148632,26.532343
315,-15.212401,4.236643
186,-9.988354,11.499051
317,0.78654695,3.497446
1684,6.9418654,18.584803
527,16.117634,-9.490968
1012,-22.915752,15.423794
885,-27.320684,5.2590036
1925,-3.7233512,-16.677305
1595,-28.819605,-2.3244402
1226,-3.3815255,-19.02263
704,12.7094555,-4.0131707
834,-15.585266,5.2749195
957,-20.856066,27.517595
1722,-13.411531,8.973578
787,14.665734,7.361439
1174,-30.028318,-8.930374
909,-16.398743,-17.684048
1900,36.913857,-0.1788391
558,1.7537174,-6.505842
374,15.60581,3.237973
482,6.9452024,-7.168322
1921,-7.1378055,-8.605494
1207,0.71059805,-16.049099
643,25.380661,-5.1456647
793,-22.52668,19.067366
1435,-26.397585,10.764013
1575,8.644581,-1.3545908
1594,17.96577,-6.7180824
100,-23.638466,1.5271852
1673,-24.791698,22.131315
1580,17.476555,5.3246875
1319,-7.70407,-0.4896573
653,-23.796766,-12.059677
764,17.306948,-2.3072562
101,-22.850851,2.6297266
1973,4.576622,-18.55922
1721,18.228886,8.239213
1742,-16.122192,5.903035
1218,1.2310536,-10.909189
1114,-20.678064,-2.111191
1102,-10.349501,-0.92635244
2094,6.759312,-41.20266
1376,22.761322,2.8455791
1040,6.130637,-9.682533
250,-7.9058433,1.5723022
2008,15.890222,-41.123405
1176,13.87111,3.7646065
971,23.440031,13.611963
1221,-10.37942,-5.3250813
21,-5.2791553,8.723217
1457,22.044561,6.586876
1747,-5.121547,-20.3145
1871,6.6624823,8.258355
64,-20.200562,9.644137
151,-16.224794,8.954819
1454,-26.779943,-3.9299827
1523,11.906783,-12.0906105
508,17.953615,-9.452192
1373,0.18839195,-9.755009
142,-19.362688,6.315502
1340,2.3935452,5.1788106
679,17.86503,15.096757
331,32.961887,7.0930424
1407,32.232143,2.98808
119,-16.432964,8.263937
454,6.6323657,-2.100229
1647,-20.161797,-9.84007
352,29.17555,4.2265406
1374,-0.019015837,-12.405857
1230,-28.182579,-8.626366
782,-5.789684,-11.015937
405,-18.384369,3.6490288
730,-7.756734,7.9229007
436,-4.7830954,-16.890486
2004,11.329319,-37.035145
1939,-4.148853,7.2156
202,32.43107,9.400229
992,-24.21824,16.265121
453,8.332836,-2.8473346
1650,28.961199,1.1565955
233,-23.175144,20.25865
1919,-7.7971454,-1.8834826
891,15.858051,1.5107021
1161,-8.958259,-10.01187
1058,12.871558,13.692553
928,16.07508,-15.174374
1248,2.5609834,-10.715782
617,1.0792835,-3.7396722
1002,35.20177,6.851933
157,-0.15247467,11.15065
2056,16.410027,-43.699474
23,7.498396,-10.045051
808,0.6756214,17.330645
1671,-12.261658,0.9004147
210,10.4284,17.807842
1559,19.893011,-20.03442
2084,16.161127,-44.189552
473,14.488216,-7.72478
1677,25.374018,3.4493105
2057,13.8817425,-43.831272
1608,10.51817,-9.042629
1469,-29.381905,9.081266
1931,12.721022,10.493498
600,12.48927,12.250285
22,-9.837724,-7.0669327
11,35.845432,1.3936521
1003,-13.350064,-7.303388
1832,8.464287,-21.791914
1389,10.428264,3.6738832
251,33.418972,7.075174
277,13.719862,16.148354
1408,-21.484333,13.838252
1653,13.328724,19.676498
344,32.14201,6.9678617
435,1.1422784,-0.045810457
533,12.641412,-11.169991
1284,0.17117253,6.230184
734,16.570902,14.117838
577,3.057199,-7.6479716
1379,-2.7407298,-11.245258
441,28.293867,0.75168985
1031,39.177433,7.179961
902,-20.277447,31.303867
1418,-15.095029,5.7757945
367,24.517157,2.5083039
2006,11.008864,-41.34735
1013,-19.333336,25.5014
1633,14.81906,-9.592105
1172,-7.1648655,-15.236572
851,-23.20746,27.068886
141,-23.07661,9.291586
1309,1.7233514,-8.034927
1362,-3.3737662,-8.640136
1467,29.50071,6.1489873
525,6.99243,-19.353315
1347,-2.8383536,-0.37833676
160,-16.787186,2.8023198
1957,-0.90510607,-19.861403
2053,7.865662,-38.062946
1489,-9.940259,0.89074755
1308,-5.4112363,-4.3785195
825,-22.815968,23.729103
896,35.03912,6.622296
1992,16.722773,-43.056282
857,-13.27007,10.867657
1981,-0.63276595,-18.153095
431,4.288754,-1.7465057
1355,-14.348912,3.5741332
1603,-19.132963,-5.473812
2119,15.804322,-41.82617
1099,-20.32613,23.648865
1039,-3.8625572,-6.603422
53,8.704621,4.7762456
1740,6.082993,17.594395
802,-29.99178,-4.8273516
2091,7.5042286,-40.17461
398,-21.58039,17.908983
1955,5.9554615,3.9275715
654,-30.680819,11.393871
756,24.195446,-8.441252
79,-0.13067366,1.9732784
737,16.994205,-0.85908645
19,0.1296333,-3.5053937
1668,-5.3576493,-22.060555
762,-9.159539,0.60471195
1735,-1.9132738,-14.455142
1926,10.874729,1.413351
1498,-24.367933,-4.3748937
1755,-29.77414,17.508442
1670,-9.801054,2.4629555
1209,31.138834,4.554822
1509,35.069023,8.949449
204,-21.437737,9.585199
1579,-13.090474,5.949353
65,3.9734943,21.01127
875,-26.19657,21.8055
272,22.014141,6.9417996
502,5.4591675,-4.6940074
2133,17.090004,-42.779747
1918,2.8093972,-13.1494055
2035,-23.074993,-1.3417683
1737,5.759883,17.348827
934,-27.473293,5.2679887
785,32.33571,1.7651894
1612,-11.42884,-9.922819
1806,32.130623,4.751828
1883,2.449081,-10.322738
1656,30.720057,6.361543
1899,38.189247,-0.028545583
1555,20.247746,-20.200674
1861,-29.398777,-7.0519547
966,25.49023,0.79454273
427,5.1999736,0.7513437
1476,-5.782249,19.840754
1999,7.670476,-40.44144
1349,10.656917,7.3562837
562,11.217213,-15.801948
456,3.7988725,-7.4891644
2025,16.148909,-44.47474
2058,12.443921,-44.14085
1203,33.12887,2.273766
2065,15.959967,-41.795696
461,28.67937,-0.5093472
1481,-21.866608,-6.7400336
55,-17.74021,5.795355
172,-29.077133,1.3148054
1399,13.621,2.6831176
207,-14.484393,12.109868
2033,8.8728695,-37.375587
66,-23.5849,19.754292
683,-17.370401,-7.448085
4,13.80926,18.691511
937,6.6377544,13.433408
664,30.179188,1.3434551
217,18.623287,-0.12230635
2038,6.00376,-40.58246
478,6.8409863,-3.8961372
1688,-7.94972,10.58446
1816,-4.429999,-24.580038
125,-0.6577391,1.9241695
1842,-26.253567,-7.6608124
894,25.03232,1.2511585
1492,11.138754,5.86457
2115,12.141468,-39.52916
183,-21.52952,14.82293
1335,-20.907955,-1.6269577
1689,4.603498,4.5200863
571,18.628532,-3.3658326
1754,-10.1298065,19.906881
1613,31.172857,1.1312671
1342,-1.4518573,8.827896
1771,-6.9610267,0.5079982
1233,-3.5384343,-5.3465366
1930,10.414411,-22.8287
175,15.797798,20.97698
656,-6.1358433,-18.796467
1151,-8.186227,8.168837
804,26.95908,-3.3532872
2021,9.826638,-43.140987
1441,-16.78764,9.24561
1979,-10.845439,-23.897778
520,-5.5461907,12.722679
745,-5.9032593,-18.229937
455,-29.543535,-6.926384
1054,-26.758877,-8.555351
651,-19.970434,-7.516889
1295,12.54535,0.12740164
369,0.27493984,-2.0218182
1935,-23.248276,-12.745099
1443,-13.997692,9.33403
663,-12.52655,-9.423577
1105,36.54944,0.31160203
2075,8.737521,-38.91246
2113,16.362679,-42.55056
1614,2.1324642,0.4543948
109,-18.837881,3.3323104
2070,11.685526,-41.24711
1274,-1.2244474,-9.3413515
843,10.837218,20.197214
846,21.372583,8.215148
1679,-1.8082206,-22.06533
530,15.45587,-12.910257
340,-15.174789,11.411792
314,0.68132406,23.576399
1553,-10.726382,-23.954226
760,-14.212082,12.10846
910,19.728674,5.7951393
540,6.8663554,-6.911546
156,19.381836,10.043458
768,30.214037,11.57774
733,12.504388,7.961202
1334,4.071012,-15.221746
1282,8.704448,1.2962071
674,32.135536,-0.7394671
824,-25.614624,24.799276
790,-1.3577584,20.009954
1515,3.9612138,-5.505409
291,-23.068626,14.64661
1139,-7.5113,12.494804
1156,29.366652,5.013273
1206,-3.1612575,-3.641166
1736,-23.939169,22.538536
1006,-17.413633,-4.6867986
1964,16.849752,21.672743
114,14.694545,14.206656
1912,2.101727,-21.044798
81,-21.076488,4.226945
1713,-23.143091,6.349021
1538,10.871223,-13.769576
227,-13.757226,23.691427
71,-7.09244,-21.625675
256,-27.18866,-5.1012206
1576,-14.867217,-14.317648
397,13.013426,13.856208
863,33.32532,5.785864
363,-9.665159,4.765881
518,6.864213,-6.763278
170,18.735754,0.30155334
143,-17.521145,11.062242
103,-14.840199,7.79744
652,-14.678698,-8.489616
312,-27.8111,-3.803906
1658,-1.9870874,-7.283936
942,-19.719921,15.217723
33,9.505761,2.8324888
1243,-8.137889,-11.423427
1521,25.531893,5.822769
2061,8.401584,-39.532578
1470,-17.693172,2.648026
74,14.846182,14.919486
327,-3.903528,10.106138
1117,-2.5325165,8.553477
1664,-4.1307926,-5.575687
1419,-13.896848,6.9817686
1204,0.049090676,-7.733474
372,-10.542245,1.9938731
1873,22.569132,-2.232745
1242,4.611044,-20.289417
1160,-2.9018474,-12.74169
496,31.991552,-2.12747
1961,15.587028,2.211558
305,38.069633,7.7037487
1393,8.722733,4.758891
1300,-7.1233883,-13.414281
1197,11.870407,3.0584214
1020,6.787563,10.821437
622,-6.263263,-18.650898
1752,21.626537,2.9083397
1589,15.796677,5.3758273
1802,0.79688257,-8.169692
1698,-22.41152,25.893106
421,6.0609555,-17.829365
998,-22.731155,10.763315
1345,-2.6228552,-2.8070354
818,-13.109665,-16.702263
1298,3.5660145,-1.153569
661,-27.1914,-5.646014
529,18.86055,-10.00275
1409,-12.44223,-0.016009776
666,-17.416946,-9.713579
1268,-0.44035298,5.656714
871,-24.951494,22.835793
2092,8.083717,-41.856155
1845,-12.581453,1.83307
1678,-15.868173,5.5604305
707,-1.877444,11.669018
1142,21.65811,4.590605
605,18.201368,20.800556
1053,4.5964775,1.3607582
122,-18.00714,-4.429104
506,17.34157,-8.406194
1535,1.5954543,-3.4312499
1171,16.300924,19.874825
1870,-4.2105103,-20.983927
1460,-11.24015,20.318731
434,2.254349,-14.470913
1520,13.309582,-11.9537
56,-11.5458145,18.473337
724,24.56498,-0.9540961
839,18.798431,2.2123113
2120,11.495199,-38.78308
191,-18.039665,28.690401
354,-12.701881,2.210728
1421,0.51081157,17.577557
988,-24.079454,21.959846
1700,7.7084575,11.724816
1738,-18.231321,23.67936
1267,-3.6330671,-2.138272
930,-1.3741678,-14.715822
1144,29.990992,-4.712122
1911,35.589127,5.7573233
171,-16.722485,15.8294115
292,5.782461,17.97834
282,-7.5392513,0.7646937
1313,-3.0386078,5.525334
362,-28.968885,-7.466895
1950,4.6223826,2.026414
1077,3.2130659,7.949462
915,13.052975,-0.55918074
1084,-14.598378,16.443476
777,-23.667433,-10.798913
557,32.152428,0.5072538
265,-16.824083,8.6814995
806,-17.423214,12.373017
649,-15.354196,2.1837983
1076,3.731859,7.0498004
43,4.8513064,-18.296328
337,-13.075719,18.887135
1800,0.7917465,-12.253168
1241,22.407183,-2.181127
918,31.598936,11.916772
1917,-30.043783,-8.642236
623,33.48398,6.3283005
1471,-19.4247,25.3912
684,-17.680256,-4.7945094
1837,-2.928569,-3.5737345
1615,-10.984709,-10.249007
1266,1.2943348,-8.659003
1788,-27.863695,-8.555837
409,8.330524,-0.56572783
1776,-4.750301,18.25525
826,-17.307487,7.647962
112,-23.14555,26.413187
865,-21.493778,23.945177
1320,-18.252953,-3.0371375
481,31.897152,-0.63608783
965,-16.724936,0.17990234
1261,0.2626156,8.093918
1145,6.6908407,-36.836826
1429,-19.359959,15.877257
1413,-21.074154,7.276142
1041,2.1264522,-7.8466873
2078,14.978773,-40.56949
1187,-26.788557,-8.528695
1729,-11.161553,8.141026
48,37.07374,2.6357687
1586,21.372976,17.275599
459,-9.651471,-4.1592975
926,-22.236664,6.29568
1162,15.828619,17.03139
311,14.965514,13.493548
189,-14.1652,0.47633892
978,-17.509775,23.938675
1991,9.504619,-34.97427
1665,35.622116,-1.0873975
185,-12.790086,16.299728
10,21.873987,-0.8409817
2014,11.330618,-35.916023
1501,34.021236,9.582033
499,13.352461,-10.20764
358,-12.786052,-0.93255633
923,-19.064533,16.797922
1897,-7.1738553,-13.488972
1823,-13.650694,20.242352
944,30.138803,7.777929
678,-12.643573,-10.630872
278,-21.783464,2.7493641
1518,-0.50247276,-12.415082
1886,0.7301547,3.5886035
2066,5.9604955,-41.91278
349,-8.380978,17.15421
2037,6.23599,-40.555813
2051,6.7928762,-37.88034
1728,-20.809946,8.408219
1134,33.30264,7.6275215
822,-20.987728,29.197886
1879,-10.260047,10.748067
1228,5.361256,-21.042276
1466,-15.773048,26.138344
1716,15.750588,10.439207
1945,9.675073,6.8460608
1158,31.55037,3.7229505
2030,16.883537,-40.36336
1331,-2.4075906,-1.6772429
348,-8.986975,17.184088
538,5.8361955,-6.7293158
1836,-23.821348,-12.226605
1687,-11.0594425,-2.633848
1097,-2.0764582,-20.508713
1128,-3.2031388,-7.949325
88,-17.64735,14.042827
689,15.9317665,-9.968058
532,14.280654,-12.681588
364,-26.813534,13.734434
1696,-11.296288,-2.5054345
1032,11.667343,13.830063
610,1.5939889,-1.810305
1363,24.650192,3.9530566
1395,-31.491806,-7.268082
1017,-21.530643,12.2104
1875,4.8276653,-21.237497
90,30.10054,5.705305
1173,-1.4916582,2.6921751
789,7.504747,11.926272
12,-2.0714831,-5.9614334
2108,15.759777,-43.940292
94,14.071871,21.450071
1818,-17.973246,7.727926
505,16.303986,-10.3641815
1180,28.696,5.258982
164,-15.025268,8.676563
474,1.0956062,7.5733724
1304,5.9309545,13.619922
39,28.188305,2.620924
1297,-19.720444,-3.001107
841,-11.289129,13.020405
1815,34.115135,2.7536678
1551,5.3214207,-23.218107
1080,11.628238,10.138064
1903,-1.2706335,-8.513918
1988,-4.3739777,4.434307
1153,5.3184824,-21.226229
798,-25.300055,20.266254
1563,20.25665,-20.204557
1016,-22.71336,12.252826
208,-19.07519,1.7890353
2015,11.450549,-40.904064
80,-29.081335,4.191588
159,-13.294731,13.638192
104,4.4973645,4.728782
1368,10.315936,-23.35523
1415,14.774852,23.064827
1938,2.8401577,3.0404692
1841,-18.908295,-11.903642
1015,-5.377508,22.418182
205,38.820435,7.1122837
475,17.706379,-12.59102
244,-22.133957,0.42900303
776,10.545767,-22.911785
845,-6.2462554,14.640408
260,26.27818,8.4661875
1049,-17.120117,-2.3338058
1392,16.832144,7.694677
1191,-22.87471,-1.3389454
267,-18.527273,14.046038
1749,5.353506,-12.811601
32,13.026935,6.813495
1887,-0.32509083,-23.198666
1275,33.94719,2.631239
831,-18.392653,7.5005956
1624,-16.837685,-10.804705
472,6.649549,-19.402746
1709,-12.843302,-19.132345
1059,19.462343,11.787042
1807,-12.529109,14.485857
1734,13.287962,-18.993013
1378,-10.922436,-8.180382
1027,-5.087473,9.943066
1391,12.473227,0.8584507
1505,35.492233,8.011719
1848,-11.474801,-2.4677775
867,8.943737,20.51261
1175,-0.22384304,6.3838925
815,-13.23871,0.95613503
755,-27.153498,-3.8008142
1124,-20.321037,-14.799038
2001,17.863903,-42.915604
448,-26.16387,-7.56702
2132,17.350826,-42.73296
379,-30.406784,-4.8563557
487,12.607547,-12.366885
1152,-9.067747,-12.5365505
1569,20.248522,-20.06094
69,-20.365063,11.022839
268,-6.8671246,17.706917
1094,24.051228,5.371084
807,32.200653,5.570037
1252,-0.38296098,6.7024345
621,5.9525876,-19.423325
1330,27.93852,12.537315
1194,-3.3594844,-16.292944
271,-15.660287,9.034476
1620,23.371447,18.7017
99,-3.2795422,9.9250965
121,-14.980953,-1.2293992
1390,-5.435574,7.87509
1723,-23.360832,21.602842
560,11.193211,-14.177118
1878,4.671918,9.41
1072,2.68792,-7.37321
687,-1.9621867,22.90498
1491,-6.8314223,15.862301
553,-2.8449836,7.185939
938,17.776016,12.486649
147,22.115007,7.309216
581,9.38832,-4.275898
628,18.483418,15.805239
286,31.363867,11.864569
1182,-4.0502152,-3.8610437
2019,5.2364736,-40.890514
1813,-7.4692745,7.2483473
1315,10.373204,-23.232569
52,6.6724215,-14.016774
726,10.109357,-16.64067
98,-23.581438,12.651628
1159,-1.5781474,-1.6504358
1071,1.1007593,0.057330288
1792,-8.556976,24.374943
1188,7.358054,6.288665
1296,-2.8713262,-18.392057
497,14.600888,-8.347217
1990,15.750225,-43.205948
1201,-10.848593,-13.49098
1825,-9.119151,20.717505
723,-22.103966,3.2357106
1533,14.547807,-12.196727
583,-4.466201,-1.9547334
243,-5.865768,19.66416
1821,-7.8697753,7.985324
754,13.576209,19.474895
2114,17.944754,-43.07453
466,31.511328,-2.2437532
467,11.413088,-11.326749
582,10.501525,-3.185063
213,19.511803,11.594871
1909,3.4366283,-13.186019
1552,-10.478716,-24.124897
675,5.2790685,-0.89036345
284,18.496988,10.814682
1969,-9.971917,18.746534
2020,10.150697,-43.810223
1262,0.08343051,-8.965016
1616,-11.434829,-11.390959
2009,7.2222586,-38.897186
1150,2.926698,-11.849449
376,34.388657,8.541887
984,31.678804,3.0452387
1786,1.6270856,-18.551678
1570,20.727526,-19.685568
550,-2.3241131,18.201298
149,16.050392,21.958101
339,-12.811881,8.5321045
1372,-1.4805143,2.8361573
93,31.061052,8.2838955
15,23.059095,-2.5722196
1082,-13.985767,10.899593
766,-22.450516,21.962595
2122,13.32263,-42.328922
1780,-19.629436,8.598493
1045,24.743244,15.5044365
854,-29.069242,0.6205693
316,-21.082706,26.610937
1026,-11.335524,7.127905
1808,4.115809,-0.059368957
279,31.046467,8.116504
368,-10.011453,1.5483564
330,-16.97413,18.264465
588,23.29889,7.3873615
395,21.177277,6.4695454
462,3.877651,-5.1331134
1893,36.29612,0.7664939
1591,-16.199991,-10.623833
1461,-5.3098416,20.47875
169,32.169285,9.489807
342,-11.647477,8.998364
1359,2.7909765,5.089982
1411,-18.652534,22.697926
1394,-3.208129,5.841832
391,-24.290302,21.424511
489,11.143076,-10.453159
1273,-0.57470816,-9.8194
1739,0.99201304,-18.424625
954,-24.541344,19.164507
411,-4.621559,1.9439905
1232,2.1520143,-9.718754
1360,0.42071998,-10.665442
1483,-21.679394,-6.6858206
1573,-1.933247,11.523309
1784,3.7300572,1.7923224
420,4.986931,4.1149335
962,-11.732041,11.740044
1254,-3.5947442,-20.325396
906,-11.336199,5.8081136
1768,-12.448228,25.690796
752,-13.478541,-3.8763921
1425,-19.089579,24.63478
2072,9.885306,-44.336346
1582,19.285542,-8.104209
1103,-26.51336,13.76722
695,-5.9871054,16.342587
67,-23.107595,17.137177
614,6.377516,19.028515
602,5.470943,-2.5180857
1164,-5.5613303,6.090763
1683,-16.086756,5.096404
999,-2.044185,10.064412
1799,15.38331,0.028107682
2077,14.088569,-40.444946
1643,-17.123674,-6.6684413
599,-23.499403,20.914812
239,-16.721592,10.43187
1052,-6.238578,-17.444864
307,-20.203344,4.9637165
1178,-1.4780239,-6.1686826
34,-24.945772,0.8135588
2083,5.4341793,-42.524208
422,31.502678,1.7661076
1705,28.465487,14.572543
700,24.984081,6.3277926
1008,-6.8038125,-10.265019
586,27.816462,8.819163
644,31.840942,-2.697991
657,30.467136,0.6788212
1508,-0.47201216,-18.068285
901,34.863956,5.8433285
693,17.922335,3.9582074
830,-4.7166367,11.5346155
58,-17.899914,14.724178
406,3.7942765,11.685139
655,33.36015,-1.3969359
1895,-8.85077,-6.0702624
1222,-4.3693237,-24.809612
1787,7.197376,6.4322343
450,12.47864,10.398244
289,-25.993338,17.848957
8,5.7842655,5.447517
1539,-1.7122829,7.918954
1286,-3.9705532,-13.866095
1850,-5.090499,-19.386774
2048,11.406031,-40.44385
1651,15.370934,8.851583
1795,-3.9715414,-12.813912
1447,-15.084872,0.65620446
1545,-1.9243681,-12.630108
941,-6.4684353,-0.38753414
817,-5.1015544,-20.545933
1968,4.5602417,-10.454337
797,-24.363903,20.822279
982,30.830046,3.6190965
1061,-30.474257,7.3756604
445,1.1555792,-19.444689
1502,-7.6312857,12.559382
2112,5.9021173,-38.15812
485,30.303202,0.8949437
359,-9.326294,3.1518102
1422,-19.53817,-1.3276596
2062,12.174391,-39.11929
375,-3.7262762,-2.0321405
1486,-8.728087,16.597546
418,-5.288557,1.8904527
572,3.4634416,-2.2744164
1110,36.515724,8.524097
126,11.679571,19.94983
1482,-31.710373,-5.9808555
883,4.5073943,16.135477
609,28.049603,1.6401964
301,14.835779,-2.3246517
1333,-0.25335535,-5.7021565
973,-11.588915,8.758974
274,9.034286,17.753927
1769,8.497935,14.161966
428,3.8078973,-9.002204
139,-21.732185,1.039003
888,-21.52883,16.498894
2028,6.963443,-39.677174
190,-10.479626,12.580045
619,1.7556771,-4.65923
377,28.47497,4.6488194
640,-15.408503,-11.241659
491,19.9095,-8.541
624,-15.103922,-14.104644
589,-18.017275,3.1265898
492,7.5802593,-19.087255
1246,12.184227,-0.23844403
1987,4.8649335,6.290545
318,30.216661,11.837208
1106,-6.8236384,-12.258686
1703,-23.647738,9.300132
1264,-15.862045,-2.6652756
110,21.749546,7.310962
2088,17.006655,-42.17238
759,-11.991796,15.598837
1534,-28.865303,-7.762346
241,12.494554,17.283035
692,4.495367,-5.6189723
784,23.43848,2.942061
1953,22.014763,-1.4099799
1744,-7.4769373,-21.416153
849,-9.168319,-20.87325
1511,-4.847113,2.854504
111,8.056651,17.627968
1785,2.4634728,9.247545
1672,-14.42317,6.4107814
1592,-16.226002,-7.95656
1718,7.7665386,12.716828
1215,11.947153,2.7291114
796,-20.650396,15.612608
565,-9.70955,-3.8819003
1940,-6.919922,-1.5730995
1130,-11.583015,-23.817356
1024,18.516838,1.4009687
803,-17.101477,11.115917
1611,-6.418286,13.133312
1645,5.9164505,-17.962822
89,-6.5068917,-23.229576
972,-15.07221,10.091687
136,-19.09352,12.741879
357,-10.123112,-1.5696931
218,-20.105663,16.804762
245,-20.111744,3.0981326
1468,21.382814,7.81747
2042,16.634563,-43.998363
1882,-0.18621716,10.205337
1365,26.866621,3.6330385
1527,15.541638,-9.257583
1412,-18.189793,23.7032
214,-11.211218,5.648479
1189,-12.748553,5.296757
1819,-4.573525,13.438845
710,30.184881,-3.9602687
1891,34.896786,0.6478094
703,-21.244986,-3.2977262
1851,-1.1065649,-20.235199
2100,7.879028,-41.374744
1540,1.7212046,-15.768856
1655,-18.3721,22.041058
2089,6.166199,-39.344658
556,-10.879855,17.107626
1824,-23.013855,21.562796
799,-1.9426595,17.20336
1375,-26.908241,-8.684761
123,3.338159,14.973237
1075,-3.0981636,12.062447
388,34.149677,8.702943
62,0.10998393,12.816503
1649,2.7515054,-16.591951
1876,-1.381776,-11.3157215
1581,-16.04556,-7.1400876
199,-18.01767,11.469963
1793,-16.39886,1.7652258
1143,-5.4274654,3.3297071
323,29.056458,7.9133673
1927,10.286237,-23.045784
788,-16.459616,16.095184
1205,-4.010849,9.012298
1858,37.859745,1.1867115
620,-6.2468405,14.57574
1316,-5.3540297,-8.168776
670,13.221791,-9.198255
953,-25.923346,20.400133
919,-21.595646,27.42147
1701,14.485403,11.771153
152,5.6839333,22.531782
423,-10.125196,-8.856313
193,2.0089588,11.96607
378,19.588556,7.4565144
1324,23.908892,-5.062864
1772,-2.8868701,-20.55842
50,2.7886243,-1.59582
2023,13.529738,-43.63424
470,12.656021,-11.884245
1803,-10.9314785,-4.923643
528,16.658987,-7.8460255
1833,-26.104988,-8.146287
2046,7.6626987,-39.624554
847,-15.087466,20.520582
1007,-30.483047,-6.2605824
83,15.116293,10.915355
1078,-22.10298,-4.6028457
